time,open,high,low,close,tick_volume
2025-10-02T08:15:00Z,3868.030000,3871.270000,3867.580000,3869.430000,1251
2025-10-02T08:30:00Z,3869.300000,3869.670000,3866.280000,3868.120000,1390
2025-10-02T08:45:00Z,3868.010000,3869.040000,3866.740000,3867.890000,1236
2025-10-02T09:00:00Z,3867.910000,3872.090000,3866.780000,3871.860000,1919
2025-10-02T09:15:00Z,3871.900000,3874.220000,3871.730000,3871.900000,1709
2025-10-02T09:30:00Z,3871.960000,3874.170000,3870.540000,3870.690000,1737
2025-10-02T09:45:00Z,3870.620000,3870.620000,3861.940000,3864.330000,2588
2025-10-02T10:00:00Z,3864.330000,3873.270000,3863.690000,3873.150000,2828
2025-10-02T10:15:00Z,3873.170000,3874.750000,3863.380000,3864.630000,2936
2025-10-02T10:30:00Z,3864.580000,3866.640000,3861.790000,3865.800000,2972
2025-10-02T10:45:00Z,3865.810000,3869.530000,3864.390000,3868.570000,2848
2025-10-02T11:00:00Z,3868.400000,3869.070000,3864.590000,3867.040000,2881
2025-10-02T11:15:00Z,3866.990000,3870.540000,3866.210000,3869.620000,1667
2025-10-02T11:30:00Z,3869.640000,3875.590000,3869.020000,3875.300000,2125
2025-10-02T11:45:00Z,3875.380000,3878.610000,3873.640000,3874.510000,1944
2025-10-02T12:00:00Z,3874.480000,3878.400000,3873.330000,3875.520000,2095
2025-10-02T12:15:00Z,3875.540000,3878.200000,3874.340000,3875.310000,1896
2025-10-02T12:30:00Z,3875.270000,3879.200000,3875.210000,3877.880000,2026
2025-10-02T12:45:00Z,3877.800000,3879.680000,3875.570000,3879.100000,2051
2025-10-02T13:00:00Z,3879.120000,3880.170000,3875.830000,3876.020000,1730
2025-10-02T13:15:00Z,3876.080000,3883.810000,3876.020000,3882.450000,2098
2025-10-02T13:30:00Z,3882.440000,3883.160000,3878.890000,3881.070000,1950
2025-10-02T13:45:00Z,3880.970000,3882.410000,3879.160000,3881.780000,1429
2025-10-02T14:00:00Z,3881.810000,3883.610000,3879.790000,3883.320000,1841
2025-10-02T14:15:00Z,3883.300000,3885.270000,3882.830000,3883.490000,1747
2025-10-02T14:30:00Z,3883.440000,3885.720000,3882.030000,3884.880000,2401
2025-10-02T14:45:00Z,3884.820000,3886.670000,3882.600000,3886.310000,2329
2025-10-02T15:00:00Z,3886.300000,3891.930000,3885.120000,3886.430000,3321
2025-10-02T15:15:00Z,3886.440000,3886.540000,3880.180000,3882.840000,3630
2025-10-02T15:30:00Z,3882.820000,3888.460000,3881.450000,3882.530000,3506
2025-10-02T15:45:00Z,3882.650000,3884.790000,3880.750000,3884.450000,3184
2025-10-02T16:00:00Z,3884.470000,3892.120000,3884.460000,3891.020000,3945
2025-10-02T16:15:00Z,3890.980000,3893.890000,3887.280000,3893.850000,3825
2025-10-02T16:30:00Z,3894.220000,3897.090000,3880.900000,3883.100000,5672
2025-10-02T16:45:00Z,3883.050000,3887.480000,3873.590000,3875.170000,5672
2025-10-02T17:00:00Z,3875.200000,3876.720000,3869.640000,3871.320000,6033
2025-10-02T17:15:00Z,3871.350000,3871.880000,3857.740000,3863.950000,5808
2025-10-02T17:30:00Z,3863.930000,3865.990000,3836.490000,3837.890000,6502
2025-10-02T17:45:00Z,3837.930000,3841.060000,3825.310000,3839.880000,6417
2025-10-02T18:00:00Z,3839.870000,3844.720000,3830.730000,3836.540000,6348
2025-10-02T18:15:00Z,3836.390000,3839.350000,3829.600000,3835.880000,5463
2025-10-02T18:30:00Z,3835.940000,3835.940000,3819.430000,3834.800000,5574
2025-10-02T18:45:00Z,3834.760000,3836.150000,3826.780000,3828.260000,5015
2025-10-02T19:00:00Z,3827.700000,3840.030000,3827.210000,3838.130000,4579
2025-10-02T19:15:00Z,3838.020000,3844.730000,3835.480000,3837.990000,4434
2025-10-02T19:30:00Z,3837.610000,3843.380000,3835.380000,3843.090000,3639
2025-10-02T19:45:00Z,3843.110000,3845.290000,3840.510000,3844.810000,3679
2025-10-02T20:00:00Z,3844.730000,3847.350000,3842.890000,3845.600000,2902
